"Year","Number","Name","Temperature","Humidity","WindSpeed","WeekDay","Months"
2017,31,"Heaton St",23.04166667,46.70833333,32.45833333,"Sunday","Jan"
2017,38,"Buckleys Rd",23.04166667,46.70833333,32.45833333,"Sunday","Jan"
2017,105,"Lincoln Rd",23.04166667,46.70833333,32.45833333,"Sunday","Jan"
2017,349,"Main Rd total cyclists",23.04166667,46.70833333,32.45833333,"Sunday","Jan"
2017,300,"North Hagley Park",23.04166667,46.70833333,32.45833333,"Sunday","Jan"
2017,244,"Main Rd on-road",23.04166667,46.70833333,32.45833333,"Sunday","Jan"
2017,105,"Main Rd shared path",23.04166667,46.70833333,32.45833333,"Sunday","Jan"
2017,396,"Cashmere Rd",23.04166667,46.70833333,32.45833333,"Sunday","Jan"
2018,70,"Papanui Rd",15.875,71.54166667,15,"Monday","Jan"
2018,38,"Heaton St",15.875,71.54166667,15,"Monday","Jan"
2018,33,"Main North Rd",15.875,71.54166667,15,"Monday","Jan"
2018,100,"Colombo St North",15.875,71.54166667,15,"Monday","Jan"
2018,30,"Yaldhurst Rd",15.875,71.54166667,15,"Monday","Jan"
2018,45,"Buckleys Rd",15.875,71.54166667,15,"Monday","Jan"
2018,31,"Worcester St",15.875,71.54166667,15,"Monday","Jan"
2018,127,"Lincoln Rd",15.875,71.54166667,15,"Monday","Jan"
2018,458,"North Hagley Park",15.875,71.54166667,15,"Monday","Jan"
2018,115,"St Asaph St",15.875,71.54166667,15,"Monday","Jan"
2018,260,"Main Rd on-road",15.875,71.54166667,15,"Monday","Jan"
2018,199,"Southern Mwy",15.875,71.54166667,15,"Monday","Jan"
2018,454,"Cashmere Rd",15.875,71.54166667,15,"Monday","Jan"
2018,371,"Railway Cwy",15.875,71.54166667,15,"Monday","Jan"
2018,102,"University Dr",15.875,71.54166667,15,"Monday","Jan"
2018,199,"Rutland Reserve",15.875,71.54166667,15,"Monday","Jan"
2018,477,"South Hagley Park",15.875,71.54166667,15,"Monday","Jan"
2019,53,"Papanui Rd",19.16666667,80.25,13.33333333,"Tuesday","Jan"
2019,267,"Eco Display towards Antigua",19.16666667,80.25,13.33333333,"Tuesday","Jan"
2019,31,"Heaton St",19.16666667,80.25,13.33333333,"Tuesday","Jan"
2019,92,"Marshland Rd",19.16666667,80.25,13.33333333,"Tuesday","Jan"
2019,86,"Colombo St North",19.16666667,80.25,13.33333333,"Tuesday","Jan"
2019,59,"Buckleys Rd",19.16666667,80.25,13.33333333,"Tuesday","Jan"
2019,138,"Lincoln Rd",19.16666667,80.25,13.33333333,"Tuesday","Jan"
2019,588,"Main Rd total cyclists",19.16666667,80.25,13.33333333,"Tuesday","Jan"
2019,517,"Eco Display Total Counts",19.16666667,80.25,13.33333333,"Tuesday","Jan"
2019,137,"Antigua Street",19.16666667,80.25,13.33333333,"Tuesday","Jan"
2019,117,"Linwood Ave Shared Path",19.16666667,80.25,13.33333333,"Tuesday","Jan"
2019,455,"North Hagley Park",19.16666667,80.25,13.33333333,"Tuesday","Jan"
2019,99,"St Asaph St",19.16666667,80.25,13.33333333,"Tuesday","Jan"
2019,317,"Main Rd on-road",19.16666667,80.25,13.33333333,"Tuesday","Jan"
2019,431,"Cashmere Rd",19.16666667,80.25,13.33333333,"Tuesday","Jan"
2019,333,"Railway Cwy",19.16666667,80.25,13.33333333,"Tuesday","Jan"
2019,136,"University Dr",19.16666667,80.25,13.33333333,"Tuesday","Jan"
2019,581,"Eco Display Sensor 1",19.16666667,80.25,13.33333333,"Tuesday","Jan"
2019,466,"Eco Display Sensor 2",19.16666667,80.25,13.33333333,"Tuesday","Jan"
2019,179,"Rutland Reserve",19.16666667,80.25,13.33333333,"Tuesday","Jan"
2019,458,"South Hagley Park",19.16666667,80.25,13.33333333,"Tuesday","Jan"
2019,93,"Sparks Road",19.16666667,80.25,13.33333333,"Tuesday","Jan"
2019,42,"Travis Road",19.16666667,80.25,13.33333333,"Tuesday","Jan"
2020,81,"Papanui Rd",22.41666667,51.83333333,11.58333333,"Wednesday","Jan"
2020,250,"Eco Display towards Rolleston Ave",22.41666667,51.83333333,11.58333333,"Wednesday","Jan"
2020,29,"Heaton St",22.41666667,51.83333333,11.58333333,"Wednesday","Jan"
2020,104,"Marshland Rd",22.41666667,51.83333333,11.58333333,"Wednesday","Jan"
2020,111,"Colombo St North",22.41666667,51.83333333,11.58333333,"Wednesday","Jan"
2020,63,"Worcester St",22.41666667,51.83333333,11.58333333,"Wednesday","Jan"
2020,685,"Main Rd total cyclists",22.41666667,51.83333333,11.58333333,"Wednesday","Jan"
2020,495,"Eco Display Total Counts",22.41666667,51.83333333,11.58333333,"Wednesday","Jan"
2020,136,"Antigua Street",22.41666667,51.83333333,11.58333333,"Wednesday","Jan"
2020,141,"Linwood Ave Shared Path",22.41666667,51.83333333,11.58333333,"Wednesday","Jan"
2020,157,"St Asaph St",22.41666667,51.83333333,11.58333333,"Wednesday","Jan"
2020,375,"Main Rd on-road",22.41666667,51.83333333,11.58333333,"Wednesday","Jan"
2020,310,"Main Rd shared path",22.41666667,51.83333333,11.58333333,"Wednesday","Jan"
2020,196,"Southern Mwy",22.41666667,51.83333333,11.58333333,"Wednesday","Jan"
2020,490,"Cashmere Rd",22.41666667,51.83333333,11.58333333,"Wednesday","Jan"
2020,315,"Railway Cwy",22.41666667,51.83333333,11.58333333,"Wednesday","Jan"
2020,147,"University Dr",22.41666667,51.83333333,11.58333333,"Wednesday","Jan"
2020,466,"Eco Display Sensor 2",22.41666667,51.83333333,11.58333333,"Wednesday","Jan"
2020,76,"Charles St Shared Path",22.41666667,51.83333333,11.58333333,"Wednesday","Jan"
2020,175,"Rutland Reserve",22.41666667,51.83333333,11.58333333,"Wednesday","Jan"
2020,462,"South Hagley Park",22.41666667,51.83333333,11.58333333,"Wednesday","Jan"
2020,188,"Collins Street",22.41666667,51.83333333,11.58333333,"Wednesday","Jan"
2020,54,"Travis Road",22.41666667,51.83333333,11.58333333,"Wednesday","Jan"
2017,141,"Heaton St",18.625,63.41666667,22.83333333,"Wednesday","Feb"
2017,142,"Marshland Rd",18.625,63.41666667,22.83333333,"Wednesday","Feb"
2017,85,"Buckleys Rd",18.625,63.41666667,22.83333333,"Wednesday","Feb"
2017,308,"Lincoln Rd",18.625,63.41666667,22.83333333,"Wednesday","Feb"
2017,555,"Main Rd total cyclists",18.625,63.41666667,22.83333333,"Wednesday","Feb"
2017,1271,"North Hagley Park",18.625,63.41666667,22.83333333,"Wednesday","Feb"
2017,406,"Main Rd on-road",18.625,63.41666667,22.83333333,"Wednesday","Feb"
2017,149,"Main Rd shared path",18.625,63.41666667,22.83333333,"Wednesday","Feb"
2017,671,"Cashmere Rd",18.625,63.41666667,22.83333333,"Wednesday","Feb"
2018,152,"Heaton St",24.5,54.58333333,42.375,"Thursday","Feb"
2018,155,"Marshland Rd",24.5,54.58333333,42.375,"Thursday","Feb"
2018,83,"Main North Rd",24.5,54.58333333,42.375,"Thursday","Feb"
2018,237,"Colombo St North",24.5,54.58333333,42.375,"Thursday","Feb"
2018,92,"Buckleys Rd",24.5,54.58333333,42.375,"Thursday","Feb"
2018,63,"Worcester St",24.5,54.58333333,42.375,"Thursday","Feb"
2018,339,"Lincoln Rd",24.5,54.58333333,42.375,"Thursday","Feb"
2018,1443,"North Hagley Park",24.5,54.58333333,42.375,"Thursday","Feb"
2018,246,"Main Rd on-road",24.5,54.58333333,42.375,"Thursday","Feb"
2018,118,"Main Rd shared path",24.5,54.58333333,42.375,"Thursday","Feb"
2018,345,"Southern Mwy",24.5,54.58333333,42.375,"Thursday","Feb"
2018,983,"Railway Cwy",24.5,54.58333333,42.375,"Thursday","Feb"
2018,395,"University Dr",24.5,54.58333333,42.375,"Thursday","Feb"
2018,299,"Rutland Reserve",24.5,54.58333333,42.375,"Thursday","Feb"
2018,1591,"South Hagley Park",24.5,54.58333333,42.375,"Thursday","Feb"
2019,195,"Papanui Rd",18.45833333,65.70833333,26.95833333,"Friday","Feb"
2019,800,"Eco Display towards Antigua",18.45833333,65.70833333,26.95833333,"Friday","Feb"
2019,740,"Eco Display towards Rolleston Ave",18.45833333,65.70833333,26.95833333,"Friday","Feb"
2019,159,"Heaton St",18.45833333,65.70833333,26.95833333,"Friday","Feb"
2019,169,"Marshland Rd",18.45833333,65.70833333,26.95833333,"Friday","Feb"
2019,89,"Main North Rd",18.45833333,65.70833333,26.95833333,"Friday","Feb"
2019,50,"Yaldhurst Rd",18.45833333,65.70833333,26.95833333,"Friday","Feb"
2019,83,"Buckleys Rd",18.45833333,65.70833333,26.95833333,"Friday","Feb"
2019,88,"Worcester St",18.45833333,65.70833333,26.95833333,"Friday","Feb"
2019,333,"Lincoln Rd",18.45833333,65.70833333,26.95833333,"Friday","Feb"
2019,631,"Antigua Street",18.45833333,65.70833333,26.95833333,"Friday","Feb"
2019,1372,"North Hagley Park",18.45833333,65.70833333,26.95833333,"Friday","Feb"
2019,470,"St Asaph St",18.45833333,65.70833333,26.95833333,"Friday","Feb"
2019,361,"Main Rd on-road",18.45833333,65.70833333,26.95833333,"Friday","Feb"
2019,206,"Main Rd shared path",18.45833333,65.70833333,26.95833333,"Friday","Feb"
2019,477,"Cashmere Rd",18.45833333,65.70833333,26.95833333,"Friday","Feb"
2019,986,"Railway Cwy",18.45833333,65.70833333,26.95833333,"Friday","Feb"
2019,420,"University Dr",18.45833333,65.70833333,26.95833333,"Friday","Feb"
2019,1660,"Eco Display Sensor 1",18.45833333,65.70833333,26.95833333,"Friday","Feb"
2019,365,"Rutland Reserve",18.45833333,65.70833333,26.95833333,"Friday","Feb"
2019,1360,"South Hagley Park",18.45833333,65.70833333,26.95833333,"Friday","Feb"
2019,150,"Sparks Road",18.45833333,65.70833333,26.95833333,"Friday","Feb"
2019,463,"Collins Street",18.45833333,65.70833333,26.95833333,"Friday","Feb"
2019,53,"Travis Road",18.45833333,65.70833333,26.95833333,"Friday","Feb"
2020,121,"Papanui Rd",18.83333333,53.20833333,15.5,"Saturday","Feb"
2020,392,"Eco Display towards Antigua",18.83333333,53.20833333,15.5,"Saturday","Feb"
2020,66,"Heaton St",18.83333333,53.20833333,15.5,"Saturday","Feb"
2020,146,"Marshland Rd",18.83333333,53.20833333,15.5,"Saturday","Feb"
2020,173,"Colombo St North",18.83333333,53.20833333,15.5,"Saturday","Feb"
2020,62,"Buckleys Rd",18.83333333,53.20833333,15.5,"Saturday","Feb"
2020,63,"Worcester St",18.83333333,53.20833333,15.5,"Saturday","Feb"
2020,242,"Lincoln Rd",18.83333333,53.20833333,15.5,"Saturday","Feb"
2020,683,"Main Rd total cyclists",18.83333333,53.20833333,15.5,"Saturday","Feb"
2020,780,"Eco Display Total Counts",18.83333333,53.20833333,15.5,"Saturday","Feb"
2020,238,"Antigua Street",18.83333333,53.20833333,15.5,"Saturday","Feb"
2020,691,"North Hagley Park",18.83333333,53.20833333,15.5,"Saturday","Feb"
2020,255,"St Asaph St",18.83333333,53.20833333,15.5,"Saturday","Feb"
2020,435,"Main Rd on-road",18.83333333,53.20833333,15.5,"Saturday","Feb"
2020,239,"Southern Mwy",18.83333333,53.20833333,15.5,"Saturday","Feb"
2020,539,"Railway Cwy",18.83333333,53.20833333,15.5,"Saturday","Feb"
2020,235,"University Dr",18.83333333,53.20833333,15.5,"Saturday","Feb"
2020,838,"Eco Display Sensor 1",18.83333333,53.20833333,15.5,"Saturday","Feb"
2020,47,"Charles St Shared Path",18.83333333,53.20833333,15.5,"Saturday","Feb"
2020,237,"Rutland Reserve",18.83333333,53.20833333,15.5,"Saturday","Feb"
2020,688,"South Hagley Park",18.83333333,53.20833333,15.5,"Saturday","Feb"
2020,246,"Collins Street",18.83333333,53.20833333,15.5,"Saturday","Feb"
2020,74,"Travis Road",18.83333333,53.20833333,15.5,"Saturday","Feb"
2017,151,"Heaton St",16.66666667,78,9.5,"Wednesday","Mar"
2017,174,"Marshland Rd",16.66666667,78,9.5,"Wednesday","Mar"
2017,106,"Buckleys Rd",16.66666667,78,9.5,"Wednesday","Mar"
2017,368,"Lincoln Rd",16.66666667,78,9.5,"Wednesday","Mar"
2017,697,"Main Rd total cyclists",16.66666667,78,9.5,"Wednesday","Mar"
2017,487,"Main Rd on-road",16.66666667,78,9.5,"Wednesday","Mar"
2017,210,"Main Rd shared path",16.66666667,78,9.5,"Wednesday","Mar"
2017,705,"Cashmere Rd",16.66666667,78,9.5,"Wednesday","Mar"
2018,255,"Papanui Rd",21.95833333,67.95833333,17.95833333,"Thursday","Mar"
2018,164,"Marshland Rd",21.95833333,67.95833333,17.95833333,"Thursday","Mar"
2018,110,"Main North Rd",21.95833333,67.95833333,17.95833333,"Thursday","Mar"
2018,83,"Buckleys Rd",21.95833333,67.95833333,17.95833333,"Thursday","Mar"
2018,100,"Worcester St",21.95833333,67.95833333,17.95833333,"Thursday","Mar"
2018,393,"Lincoln Rd",21.95833333,67.95833333,17.95833333,"Thursday","Mar"
2018,1741,"North Hagley Park",21.95833333,67.95833333,17.95833333,"Thursday","Mar"
2018,643,"St Asaph St",21.95833333,67.95833333,17.95833333,"Thursday","Mar"
2018,405,"Main Rd on-road",21.95833333,67.95833333,17.95833333,"Thursday","Mar"
2018,233,"Main Rd shared path",21.95833333,67.95833333,17.95833333,"Thursday","Mar"
2018,450,"Southern Mwy",21.95833333,67.95833333,17.95833333,"Thursday","Mar"
2018,614,"Cashmere Rd",21.95833333,67.95833333,17.95833333,"Thursday","Mar"
2018,1143,"Railway Cwy",21.95833333,67.95833333,17.95833333,"Thursday","Mar"
2018,963,"University Dr",21.95833333,67.95833333,17.95833333,"Thursday","Mar"
2018,353,"Rutland Reserve",21.95833333,67.95833333,17.95833333,"Thursday","Mar"
2019,890,"Eco Display towards Rolleston Ave",12.875,55.25,7.666666667,"Friday","Mar"
2019,167,"Heaton St",12.875,55.25,7.666666667,"Friday","Mar"
2019,180,"Marshland Rd",12.875,55.25,7.666666667,"Friday","Mar"
2019,300,"Colombo St North",12.875,55.25,7.666666667,"Friday","Mar"
2019,97,"Buckleys Rd",12.875,55.25,7.666666667,"Friday","Mar"
2019,130,"Worcester St",12.875,55.25,7.666666667,"Friday","Mar"
2019,1864,"Eco Display Total Counts",12.875,55.25,7.666666667,"Friday","Mar"
2019,198,"Linwood Ave Shared Path",12.875,55.25,7.666666667,"Friday","Mar"
2019,1635,"North Hagley Park",12.875,55.25,7.666666667,"Friday","Mar"
2019,585,"St Asaph St",12.875,55.25,7.666666667,"Friday","Mar"
2019,436,"Main Rd on-road",12.875,55.25,7.666666667,"Friday","Mar"
2019,302,"Main Rd shared path",12.875,55.25,7.666666667,"Friday","Mar"
2019,427,"Southern Mwy",12.875,55.25,7.666666667,"Friday","Mar"
2019,1045,"Railway Cwy",12.875,55.25,7.666666667,"Friday","Mar"
2019,1948,"Eco Display Sensor 1",12.875,55.25,7.666666667,"Friday","Mar"
2019,468,"Rutland Reserve",12.875,55.25,7.666666667,"Friday","Mar"
2019,1553,"South Hagley Park",12.875,55.25,7.666666667,"Friday","Mar"
2019,150,"Sparks Road",12.875,55.25,7.666666667,"Friday","Mar"
2019,506,"Collins Street",12.875,55.25,7.666666667,"Friday","Mar"
2019,74,"Travis Road",12.875,55.25,7.666666667,"Friday","Mar"
2020,116,"Papanui Rd",14.75,71.25,19.08333333,"Sunday","Mar"
2020,340,"Eco Display towards Antigua",14.75,71.25,19.08333333,"Sunday","Mar"
2020,346,"Eco Display towards Rolleston Ave",14.75,71.25,19.08333333,"Sunday","Mar"
2020,145,"Marshland Rd",14.75,71.25,19.08333333,"Sunday","Mar"
2020,51,"Main North Rd",14.75,71.25,19.08333333,"Sunday","Mar"
2020,173,"Colombo St North",14.75,71.25,19.08333333,"Sunday","Mar"
2020,52,"Yaldhurst Rd",14.75,71.25,19.08333333,"Sunday","Mar"
2020,62,"Buckleys Rd",14.75,71.25,19.08333333,"Sunday","Mar"
2020,72,"Worcester St",14.75,71.25,19.08333333,"Sunday","Mar"
2020,185,"Lincoln Rd",14.75,71.25,19.08333333,"Sunday","Mar"
2020,872,"Main Rd total cyclists",14.75,71.25,19.08333333,"Sunday","Mar"
2020,686,"Eco Display Total Counts",14.75,71.25,19.08333333,"Sunday","Mar"
2020,240,"Antigua Street",14.75,71.25,19.08333333,"Sunday","Mar"
2020,168,"Linwood Ave Shared Path",14.75,71.25,19.08333333,"Sunday","Mar"
2020,694,"North Hagley Park",14.75,71.25,19.08333333,"Sunday","Mar"
2020,293,"St Asaph St",14.75,71.25,19.08333333,"Sunday","Mar"
2020,524,"Main Rd on-road",14.75,71.25,19.08333333,"Sunday","Mar"
2020,348,"Main Rd shared path",14.75,71.25,19.08333333,"Sunday","Mar"
2020,830,"Cashmere Rd",14.75,71.25,19.08333333,"Sunday","Mar"
2020,759,"Eco Display Sensor 1",14.75,71.25,19.08333333,"Sunday","Mar"
2020,643,"Eco Display Sensor 2",14.75,71.25,19.08333333,"Sunday","Mar"
2020,75,"Charles St Shared Path",14.75,71.25,19.08333333,"Sunday","Mar"
2020,231,"Rutland Reserve",14.75,71.25,19.08333333,"Sunday","Mar"
2020,252,"Collins Street",14.75,71.25,19.08333333,"Sunday","Mar"
2020,79,"Travis Road",14.75,71.25,19.08333333,"Sunday","Mar"
2017,56,"Heaton St",18.79166667,71.70833333,8.208333333,"Saturday","Apr"
2017,127,"Marshland Rd",18.79166667,71.70833333,8.208333333,"Saturday","Apr"
2017,63,"Buckleys Rd",18.79166667,71.70833333,8.208333333,"Saturday","Apr"
2017,693,"Main Rd total cyclists",18.79166667,71.70833333,8.208333333,"Saturday","Apr"
2017,453,"Main Rd on-road",18.79166667,71.70833333,8.208333333,"Saturday","Apr"
2017,240,"Main Rd shared path",18.79166667,71.70833333,8.208333333,"Saturday","Apr"
2017,682,"Cashmere Rd",18.79166667,71.70833333,8.208333333,"Saturday","Apr"
2018,86,"Papanui Rd",11.54166667,81.45833333,11.41666667,"Sunday","Apr"
2018,61,"Heaton St",11.54166667,81.45833333,11.41666667,"Sunday","Apr"
2018,99,"Marshland Rd",11.54166667,81.45833333,11.41666667,"Sunday","Apr"
2018,28,"Main North Rd",11.54166667,81.45833333,11.41666667,"Sunday","Apr"
2018,27,"Yaldhurst Rd",11.54166667,81.45833333,11.41666667,"Sunday","Apr"
2018,56,"Buckleys Rd",11.54166667,81.45833333,11.41666667,"Sunday","Apr"
2018,42,"Worcester St",11.54166667,81.45833333,11.41666667,"Sunday","Apr"
2018,556,"Main Rd total cyclists",11.54166667,81.45833333,11.41666667,"Sunday","Apr"
2018,607,"North Hagley Park",11.54166667,81.45833333,11.41666667,"Sunday","Apr"
2018,139,"St Asaph St",11.54166667,81.45833333,11.41666667,"Sunday","Apr"
2018,289,"Main Rd on-road",11.54166667,81.45833333,11.41666667,"Sunday","Apr"
2018,245,"Main Rd shared path",11.54166667,81.45833333,11.41666667,"Sunday","Apr"
2018,160,"Southern Mwy",11.54166667,81.45833333,11.41666667,"Sunday","Apr"
2018,398,"Railway Cwy",11.54166667,81.45833333,11.41666667,"Sunday","Apr"
2018,139,"University Dr",11.54166667,81.45833333,11.41666667,"Sunday","Apr"
2018,179,"Rutland Reserve",11.54166667,81.45833333,11.41666667,"Sunday","Apr"
2019,291,"Papanui Rd",18.95833333,53,30.25,"Monday","Apr"
2019,860,"Eco Display towards Antigua",18.95833333,53,30.25,"Monday","Apr"
2019,743,"Eco Display towards Rolleston Ave",18.95833333,53,30.25,"Monday","Apr"
2019,158,"Heaton St",18.95833333,53,30.25,"Monday","Apr"
2019,151,"Marshland Rd",18.95833333,53,30.25,"Monday","Apr"
2019,72,"Main North Rd",18.95833333,53,30.25,"Monday","Apr"
2019,63,"Yaldhurst Rd",18.95833333,53,30.25,"Monday","Apr"
2019,83,"Buckleys Rd",18.95833333,53,30.25,"Monday","Apr"
2019,324,"Lincoln Rd",18.95833333,53,30.25,"Monday","Apr"
2019,516,"Main Rd total cyclists",18.95833333,53,30.25,"Monday","Apr"
2019,1603,"Eco Display Total Counts",18.95833333,53,30.25,"Monday","Apr"
2019,484,"Antigua Street",18.95833333,53,30.25,"Monday","Apr"
2019,181,"Linwood Ave Shared Path",18.95833333,53,30.25,"Monday","Apr"
2019,1382,"North Hagley Park",18.95833333,53,30.25,"Monday","Apr"
2019,488,"St Asaph St",18.95833333,53,30.25,"Monday","Apr"
2019,329,"Main Rd on-road",18.95833333,53,30.25,"Monday","Apr"
2019,187,"Main Rd shared path",18.95833333,53,30.25,"Monday","Apr"
2019,429,"Cashmere Rd",18.95833333,53,30.25,"Monday","Apr"
2019,941,"Railway Cwy",18.95833333,53,30.25,"Monday","Apr"
2019,986,"University Dr",18.95833333,53,30.25,"Monday","Apr"
2019,1731,"Eco Display Sensor 1",18.95833333,53,30.25,"Monday","Apr"
2019,1536,"Eco Display Sensor 2",18.95833333,53,30.25,"Monday","Apr"
2019,1421,"South Hagley Park",18.95833333,53,30.25,"Monday","Apr"
2019,145,"Sparks Road",18.95833333,53,30.25,"Monday","Apr"
2019,494,"Collins Street",18.95833333,53,30.25,"Monday","Apr"
2020,188,"Papanui Rd",12.91666667,83.41666667,5.541666667,"Wednesday","Apr"
2020,528,"Eco Display towards Antigua",12.91666667,83.41666667,5.541666667,"Wednesday","Apr"
2020,662,"Eco Display towards Rolleston Ave",12.91666667,83.41666667,5.541666667,"Wednesday","Apr"
2020,131,"Heaton St",12.91666667,83.41666667,5.541666667,"Wednesday","Apr"
2020,75,"Main North Rd",12.91666667,83.41666667,5.541666667,"Wednesday","Apr"
2020,173,"Colombo St North",12.91666667,83.41666667,5.541666667,"Wednesday","Apr"
2020,140,"Yaldhurst Rd",12.91666667,83.41666667,5.541666667,"Wednesday","Apr"
2020,75,"Worcester St",12.91666667,83.41666667,5.541666667,"Wednesday","Apr"
2020,177,"Lincoln Rd",12.91666667,83.41666667,5.541666667,"Wednesday","Apr"
2020,1163,"Main Rd total cyclists",12.91666667,83.41666667,5.541666667,"Wednesday","Apr"
2020,276,"Linwood Ave Shared Path",12.91666667,83.41666667,5.541666667,"Wednesday","Apr"
2020,954,"North Hagley Park",12.91666667,83.41666667,5.541666667,"Wednesday","Apr"
2020,229,"St Asaph St",12.91666667,83.41666667,5.541666667,"Wednesday","Apr"
2020,605,"Main Rd on-road",12.91666667,83.41666667,5.541666667,"Wednesday","Apr"
2020,558,"Main Rd shared path",12.91666667,83.41666667,5.541666667,"Wednesday","Apr"
2020,564,"Southern Mwy",12.91666667,83.41666667,5.541666667,"Wednesday","Apr"
2020,738,"Cashmere Rd",12.91666667,83.41666667,5.541666667,"Wednesday","Apr"
2020,732,"Railway Cwy",12.91666667,83.41666667,5.541666667,"Wednesday","Apr"
2020,228,"University Dr",12.91666667,83.41666667,5.541666667,"Wednesday","Apr"
2020,1223,"Eco Display Sensor 1",12.91666667,83.41666667,5.541666667,"Wednesday","Apr"
2020,1142,"Eco Display Sensor 2",12.91666667,83.41666667,5.541666667,"Wednesday","Apr"
2020,70,"Charles St Shared Path",12.91666667,83.41666667,5.541666667,"Wednesday","Apr"
2020,663,"Rutland Reserve",12.91666667,83.41666667,5.541666667,"Wednesday","Apr"
2020,633,"Sparks Road",12.91666667,83.41666667,5.541666667,"Wednesday","Apr"
2020,320,"Collins Street",12.91666667,83.41666667,5.541666667,"Wednesday","Apr"
2017,119,"Heaton St",7.958333333,65.29166667,21.625,"Monday","May"
2017,162,"Marshland Rd",7.958333333,65.29166667,21.625,"Monday","May"
2017,59,"Buckleys Rd",7.958333333,65.29166667,21.625,"Monday","May"
2017,278,"Lincoln Rd",7.958333333,65.29166667,21.625,"Monday","May"
2017,229,"Main Rd total cyclists",7.958333333,65.29166667,21.625,"Monday","May"
2017,961,"North Hagley Park",7.958333333,65.29166667,21.625,"Monday","May"
2017,166,"Main Rd on-road",7.958333333,65.29166667,21.625,"Monday","May"
2018,183,"Heaton St",10.70833333,86.625,8.166666667,"Tuesday","May"
2018,174,"Marshland Rd",10.70833333,86.625,8.166666667,"Tuesday","May"
2018,96,"Main North Rd",10.70833333,86.625,8.166666667,"Tuesday","May"
2018,240,"Colombo St North",10.70833333,86.625,8.166666667,"Tuesday","May"
2018,59,"Yaldhurst Rd",10.70833333,86.625,8.166666667,"Tuesday","May"
2018,69,"Buckleys Rd",10.70833333,86.625,8.166666667,"Tuesday","May"
2018,98,"Worcester St",10.70833333,86.625,8.166666667,"Tuesday","May"
2018,419,"Lincoln Rd",10.70833333,86.625,8.166666667,"Tuesday","May"
2018,521,"Main Rd total cyclists",10.70833333,86.625,8.166666667,"Tuesday","May"
2018,523,"St Asaph St",10.70833333,86.625,8.166666667,"Tuesday","May"
2018,180,"Main Rd shared path",10.70833333,86.625,8.166666667,"Tuesday","May"
2018,1599,"South Hagley Park",10.70833333,86.625,8.166666667,"Tuesday","May"
2019,267,"Papanui Rd",9.875,54.25,8.625,"Wednesday","May"
2019,983,"Eco Display towards Antigua",9.875,54.25,8.625,"Wednesday","May"
2019,912,"Eco Display towards Rolleston Ave",9.875,54.25,8.625,"Wednesday","May"
2019,155,"Heaton St",9.875,54.25,8.625,"Wednesday","May"
2019,140,"Marshland Rd",9.875,54.25,8.625,"Wednesday","May"
2019,85,"Main North Rd",9.875,54.25,8.625,"Wednesday","May"
2019,294,"Colombo St North",9.875,54.25,8.625,"Wednesday","May"
2019,71,"Yaldhurst Rd",9.875,54.25,8.625,"Wednesday","May"
2019,101,"Buckleys Rd",9.875,54.25,8.625,"Wednesday","May"
2019,413,"Lincoln Rd",9.875,54.25,8.625,"Wednesday","May"
2019,1895,"Eco Display Total Counts",9.875,54.25,8.625,"Wednesday","May"
2019,598,"Antigua Street",9.875,54.25,8.625,"Wednesday","May"
2019,176,"Linwood Ave Shared Path",9.875,54.25,8.625,"Wednesday","May"
2019,1586,"North Hagley Park",9.875,54.25,8.625,"Wednesday","May"
2019,368,"Main Rd on-road",9.875,54.25,8.625,"Wednesday","May"
2019,227,"Main Rd shared path",9.875,54.25,8.625,"Wednesday","May"
2019,351,"Southern Mwy",9.875,54.25,8.625,"Wednesday","May"
2019,1085,"Railway Cwy",9.875,54.25,8.625,"Wednesday","May"
2019,967,"University Dr",9.875,54.25,8.625,"Wednesday","May"
2019,1975,"Eco Display Sensor 1",9.875,54.25,8.625,"Wednesday","May"
2019,1838,"Eco Display Sensor 2",9.875,54.25,8.625,"Wednesday","May"
2019,151,"Sparks Road",9.875,54.25,8.625,"Wednesday","May"
2019,553,"Collins Street",9.875,54.25,8.625,"Wednesday","May"
2019,199,"Travis Road",9.875,54.25,8.625,"Wednesday","May"
2020,173,"Papanui Rd",8.958333333,60.16666667,11.20833333,"Friday","May"
2020,557,"Eco Display towards Antigua",8.958333333,60.16666667,11.20833333,"Friday","May"
2020,613,"Eco Display towards Rolleston Ave",8.958333333,60.16666667,11.20833333,"Friday","May"
2020,68,"Heaton St",8.958333333,60.16666667,11.20833333,"Friday","May"
2020,139,"Marshland Rd",8.958333333,60.16666667,11.20833333,"Friday","May"
2020,59,"Main North Rd",8.958333333,60.16666667,11.20833333,"Friday","May"
2020,164,"Colombo St North",8.958333333,60.16666667,11.20833333,"Friday","May"
2020,76,"Buckleys Rd",8.958333333,60.16666667,11.20833333,"Friday","May"
2020,1170,"Eco Display Total Counts",8.958333333,60.16666667,11.20833333,"Friday","May"
2020,323,"Antigua Street",8.958333333,60.16666667,11.20833333,"Friday","May"
2020,205,"Linwood Ave Shared Path",8.958333333,60.16666667,11.20833333,"Friday","May"
2020,852,"North Hagley Park",8.958333333,60.16666667,11.20833333,"Friday","May"
2020,271,"St Asaph St",8.958333333,60.16666667,11.20833333,"Friday","May"
2020,436,"Main Rd shared path",8.958333333,60.16666667,11.20833333,"Friday","May"
