"Hour","Year","Location","Temperature","Humidity","WindSpeed","Week","Percentage_Occupied","Months"
16,2020,"Art gallery",15,72,16,"Weekday",6,"Jan"
16,2020,"The Crossing",15,72,16,"Weekday",43,"Jan"
16,2020,"Lichfield",15,72,16,"Weekday",26,"Jan"
17,2020,"Hereford St",14,67,12,"Weekday",48,"Jan"
17,2020,"The Crossing",14,67,12,"Weekday",32,"Jan"
17,2020,"Art gallery",14,67,12,"Weekday",0,"Jan"
17,2020,"West End",14,67,12,"Weekday",67,"Jan"
17,2020,"Lichfield",14,67,12,"Weekday",19,"Jan"
18,2020,"Art gallery",13,68,10,"Weekday",0,"Jan"
18,2020,"Lichfield",13,68,10,"Weekday",17,"Jan"
18,2020,"West End",13,68,10,"Weekday",66,"Jan"
19,2020,"Lichfield",13,74,7,"Weekday",17,"Jan"
19,2020,"Art gallery",13,74,7,"Weekday",0,"Jan"
19,2020,"Hereford St",13,74,7,"Weekday",41,"Jan"
19,2020,"West End",13,74,7,"Weekday",67,"Jan"
19,2020,"The Crossing",13,74,7,"Weekday",19,"Jan"
20,2020,"Lichfield",12,84,5,"Weekday",15,"Jan"
20,2020,"Hereford St",12,84,5,"Weekday",41,"Jan"
20,2020,"The Crossing",12,84,5,"Weekday",16,"Jan"
21,2020,"Hereford St",11,91,5,"Weekday",41,"Jan"
21,2020,"The Crossing",11,91,5,"Weekday",11,"Jan"
21,2020,"Art gallery",11,91,5,"Weekday",0,"Jan"
21,2020,"West End",11,91,5,"Weekday",66,"Jan"
22,2020,"Lichfield",11,95,8,"Weekday",7,"Jan"
23,2020,"The Crossing",10,97,11,"Weekday",7,"Jan"
23,2020,"Lichfield",10,97,11,"Weekday",4,"Jan"
23,2020,"Hereford St",10,97,11,"Weekday",40,"Jan"
0,2020,"Art gallery",10,97,13,"Weekend",0,"Jan"
0,2020,"The Crossing",10,97,13,"Weekend",7,"Jan"
0,2020,"West End",10,97,13,"Weekend",66,"Jan"
0,2020,"Lichfield",10,97,13,"Weekend",0,"Jan"
0,2020,"Hereford St",10,97,13,"Weekend",39,"Jan"
1,2020,"Art gallery",9,95,9,"Weekend",0,"Jan"
1,2020,"Lichfield",9,95,9,"Weekend",0,"Jan"
1,2020,"West End",9,95,9,"Weekend",66,"Jan"
1,2020,"The Crossing",9,95,9,"Weekend",7,"Jan"
1,2020,"Hereford St",9,95,9,"Weekend",39,"Jan"
2,2020,"West End",8,91,10,"Weekend",66,"Jan"
2,2020,"Lichfield",8,91,10,"Weekend",0,"Jan"
2,2020,"Hereford St",8,91,10,"Weekend",40,"Jan"
2,2020,"The Crossing",8,91,10,"Weekend",7,"Jan"
3,2020,"Hereford St",8,88,15,"Weekend",39,"Jan"
3,2020,"West End",8,88,15,"Weekend",66,"Jan"
3,2020,"Art gallery",8,88,15,"Weekend",1,"Jan"
3,2020,"The Crossing",8,88,15,"Weekend",8,"Jan"
3,2020,"Lichfield",8,88,15,"Weekend",0,"Jan"
4,2020,"Hereford St",9,82,20,"Weekend",39,"Jan"
4,2020,"Art gallery",9,82,20,"Weekend",1,"Jan"
4,2020,"The Crossing",9,82,20,"Weekend",8,"Jan"
4,2020,"West End",9,82,20,"Weekend",66,"Jan"
4,2020,"Lichfield",9,82,20,"Weekend",0,"Jan"
5,2020,"Art gallery",7,85,24,"Weekend",1,"Jan"
5,2020,"Lichfield",7,85,24,"Weekend",0,"Jan"
5,2020,"West End",7,85,24,"Weekend",66,"Jan"
6,2020,"Lichfield",6,90,25,"Weekend",1,"Jan"
6,2020,"Art gallery",6,90,25,"Weekend",1,"Jan"
6,2020,"West End",6,90,25,"Weekend",66,"Jan"
6,2020,"Hereford St",6,90,25,"Weekend",41,"Jan"
6,2020,"The Crossing",6,90,25,"Weekend",8,"Jan"
7,2020,"Lichfield",8,80,26,"Weekend",1,"Jan"
7,2020,"Hereford St",8,80,26,"Weekend",41,"Jan"
7,2020,"West End",8,80,26,"Weekend",66,"Jan"
7,2020,"Art gallery",8,80,26,"Weekend",1,"Jan"
7,2020,"The Crossing",8,80,26,"Weekend",9,"Jan"
8,2020,"The Crossing",12,57,30,"Weekend",10,"Jan"
8,2020,"Hereford St",12,57,30,"Weekend",43,"Jan"
8,2020,"Lichfield",12,57,30,"Weekend",1,"Jan"
8,2020,"West End",12,57,30,"Weekend",67,"Jan"
9,2020,"The Crossing",13,40,34,"Weekend",14,"Jan"
9,2020,"Lichfield",13,40,34,"Weekend",5,"Jan"
9,2020,"Hereford St",13,40,34,"Weekend",49,"Jan"
9,2020,"West End",13,40,34,"Weekend",68,"Jan"
10,2020,"The Crossing",14,33,36,"Weekend",23,"Jan"
10,2020,"Art gallery",14,33,36,"Weekend",9,"Jan"
10,2020,"West End",14,33,36,"Weekend",69,"Jan"
10,2020,"Hereford St",14,33,36,"Weekend",54,"Jan"
11,2020,"West End",15,29,35,"Weekend",70,"Jan"
11,2020,"Lichfield",15,29,35,"Weekend",18,"Jan"
11,2020,"The Crossing",15,29,35,"Weekend",38,"Jan"
11,2020,"Hereford St",15,29,35,"Weekend",55,"Jan"
11,2020,"Art gallery",15,29,35,"Weekend",16,"Jan"
12,2020,"West End",16,28,34,"Weekend",71,"Jan"
12,2020,"The Crossing",16,28,34,"Weekend",58,"Jan"
12,2020,"Hereford St",16,28,34,"Weekend",61,"Jan"
12,2020,"Lichfield",16,28,34,"Weekend",28,"Jan"
12,2020,"Art gallery",16,28,34,"Weekend",24,"Jan"
13,2020,"The Crossing",17,26,33,"Weekend",69,"Jan"
13,2020,"West End",17,26,33,"Weekend",73,"Jan"
13,2020,"Lichfield",17,26,33,"Weekend",34,"Jan"
13,2020,"Hereford St",17,26,33,"Weekend",63,"Jan"
14,2020,"Art gallery",18,27,31,"Weekend",28,"Jan"
14,2020,"Lichfield",18,27,31,"Weekend",33,"Jan"
14,2020,"West End",18,27,31,"Weekend",73,"Jan"
14,2020,"Hereford St",18,27,31,"Weekend",63,"Jan"
15,2020,"West End",18,29,31,"Weekend",70,"Jan"
15,2020,"Lichfield",18,29,31,"Weekend",27,"Jan"
15,2020,"Hereford St",18,29,31,"Weekend",59,"Jan"
16,2020,"Hereford St",17,33,31,"Weekend",52,"Jan"
16,2020,"West End",17,33,31,"Weekend",69,"Jan"
16,2020,"The Crossing",17,33,31,"Weekend",44,"Jan"
17,2020,"Hereford St",16,38,34,"Weekend",45,"Jan"
17,2020,"Art gallery",16,38,34,"Weekend",2,"Jan"
17,2020,"West End",16,38,34,"Weekend",67,"Jan"
18,2020,"Hereford St",15,44,34,"Weekend",42,"Jan"
18,2020,"Art gallery",15,44,34,"Weekend",0,"Jan"
18,2020,"The Crossing",15,44,34,"Weekend",24,"Jan"
18,2020,"Lichfield",15,44,34,"Weekend",11,"Jan"
18,2020,"West End",15,44,34,"Weekend",68,"Jan"
19,2020,"Art gallery",14,50,32,"Weekend",0,"Jan"
19,2020,"Hereford St",14,50,32,"Weekend",41,"Jan"
19,2020,"West End",14,50,32,"Weekend",68,"Jan"
19,2020,"The Crossing",14,50,32,"Weekend",22,"Jan"
20,2020,"Lichfield",12,59,31,"Weekend",9,"Jan"
20,2020,"Hereford St",12,59,31,"Weekend",39,"Jan"
20,2020,"West End",12,59,31,"Weekend",67,"Jan"
20,2020,"Art gallery",12,59,31,"Weekend",0,"Jan"
21,2020,"Hereford St",11,67,27,"Weekend",38,"Jan"
21,2020,"The Crossing",11,67,27,"Weekend",16,"Jan"
21,2020,"Lichfield",11,67,27,"Weekend",7,"Jan"
21,2020,"Art gallery",11,67,27,"Weekend",0,"Jan"
21,2020,"West End",11,67,27,"Weekend",67,"Jan"
22,2020,"Hereford St",11,72,24,"Weekend",38,"Jan"
22,2020,"Art gallery",11,72,24,"Weekend",0,"Jan"
22,2020,"Lichfield",11,72,24,"Weekend",4,"Jan"
23,2020,"The Crossing",10,75,21,"Weekend",10,"Jan"
23,2020,"Art gallery",10,75,21,"Weekend",0,"Jan"
23,2020,"Hereford St",10,75,21,"Weekend",37,"Jan"
23,2020,"West End",10,75,21,"Weekend",67,"Jan"
0,2020,"Art gallery",10,76,18,"Weekend",0,"Jan"
0,2020,"The Crossing",10,76,18,"Weekend",7,"Jan"
0,2020,"West End",10,76,18,"Weekend",66,"Jan"
0,2020,"Lichfield",10,76,18,"Weekend",0,"Jan"
0,2020,"Hereford St",10,76,18,"Weekend",37,"Jan"
1,2020,"Art gallery",10,81,10,"Weekend",0,"Jan"
1,2020,"Lichfield",10,81,10,"Weekend",0,"Jan"
1,2020,"West End",10,81,10,"Weekend",66,"Jan"
1,2020,"Hereford St",10,81,10,"Weekend",37,"Jan"
2,2020,"Art gallery",10,79,6,"Weekend",1,"Jan"
2,2020,"West End",10,79,6,"Weekend",66,"Jan"
2,2020,"Hereford St",10,79,6,"Weekend",37,"Jan"
2,2020,"The Crossing",10,79,6,"Weekend",7,"Jan"
3,2020,"Hereford St",10,78,2,"Weekend",37,"Jan"
3,2020,"West End",10,78,2,"Weekend",66,"Jan"
3,2020,"The Crossing",10,78,2,"Weekend",7,"Jan"
4,2020,"Art gallery",10,82,2,"Weekend",1,"Jan"
4,2020,"The Crossing",10,82,2,"Weekend",7,"Jan"
4,2020,"West End",10,82,2,"Weekend",66,"Jan"
5,2020,"Art gallery",9,84,5,"Weekend",1,"Jan"
5,2020,"Lichfield",9,84,5,"Weekend",0,"Jan"
5,2020,"Hereford St",9,84,5,"Weekend",37,"Jan"
5,2020,"The Crossing",9,84,5,"Weekend",7,"Jan"
6,2020,"Lichfield",9,82,8,"Weekend",0,"Jan"
6,2020,"Art gallery",9,82,8,"Weekend",1,"Jan"
6,2020,"West End",9,82,8,"Weekend",66,"Jan"
6,2020,"Hereford St",9,82,8,"Weekend",37,"Jan"
7,2020,"Lichfield",11,75,11,"Weekend",0,"Jan"
7,2020,"Hereford St",11,75,11,"Weekend",38,"Jan"
7,2020,"West End",11,75,11,"Weekend",66,"Jan"
7,2020,"Art gallery",11,75,11,"Weekend",1,"Jan"
7,2020,"The Crossing",11,75,11,"Weekend",7,"Jan"
8,2020,"The Crossing",12,68,16,"Weekend",7,"Jan"
8,2020,"Hereford St",12,68,16,"Weekend",39,"Jan"
8,2020,"Lichfield",12,68,16,"Weekend",1,"Jan"
8,2020,"Art gallery",12,68,16,"Weekend",1,"Jan"
8,2020,"West End",12,68,16,"Weekend",66,"Jan"
9,2020,"The Crossing",13,63,21,"Weekend",10,"Jan"
9,2020,"Art gallery",13,63,21,"Weekend",2,"Jan"
9,2020,"Lichfield",13,63,21,"Weekend",3,"Jan"
9,2020,"Hereford St",13,63,21,"Weekend",45,"Jan"
10,2020,"The Crossing",14,56,25,"Weekend",20,"Jan"
10,2020,"Lichfield",14,56,25,"Weekend",8,"Jan"
10,2020,"Hereford St",14,56,25,"Weekend",51,"Jan"
11,2020,"West End",16,47,25,"Weekend",70,"Jan"
11,2020,"Lichfield",16,47,25,"Weekend",14,"Jan"
11,2020,"The Crossing",16,47,25,"Weekend",35,"Jan"
11,2020,"Hereford St",16,47,25,"Weekend",55,"Jan"
11,2020,"Art gallery",16,47,25,"Weekend",16,"Jan"
12,2020,"West End",18,38,27,"Weekend",71,"Jan"
12,2020,"The Crossing",18,38,27,"Weekend",47,"Jan"
12,2020,"Hereford St",18,38,27,"Weekend",54,"Jan"
12,2020,"Lichfield",18,38,27,"Weekend",22,"Jan"
12,2020,"Art gallery",18,38,27,"Weekend",26,"Jan"
13,2020,"The Crossing",22,29,36,"Weekend",54,"Jan"
13,2020,"Art gallery",22,29,36,"Weekend",31,"Jan"
13,2020,"West End",22,29,36,"Weekend",74,"Jan"
13,2020,"Hereford St",22,29,36,"Weekend",55,"Jan"
14,2020,"Art gallery",25,26,36,"Weekend",29,"Jan"
14,2020,"The Crossing",25,26,36,"Weekend",54,"Jan"
14,2020,"Lichfield",25,26,36,"Weekend",29,"Jan"
14,2020,"Hereford St",25,26,36,"Weekend",54,"Jan"
15,2020,"Art gallery",26,25,37,"Weekend",21,"Jan"
15,2020,"West End",26,25,37,"Weekend",74,"Jan"
15,2020,"Lichfield",26,25,37,"Weekend",23,"Jan"
15,2020,"The Crossing",26,25,37,"Weekend",46,"Jan"
16,2020,"Hereford St",25,28,38,"Weekend",50,"Jan"
16,2020,"West End",25,28,38,"Weekend",72,"Jan"
16,2020,"Art gallery",25,28,38,"Weekend",11,"Jan"
16,2020,"The Crossing",25,28,38,"Weekend",35,"Jan"
16,2020,"Lichfield",25,28,38,"Weekend",17,"Jan"
17,2020,"The Crossing",25,30,35,"Weekend",24,"Jan"
17,2020,"Art gallery",25,30,35,"Weekend",4,"Jan"
17,2020,"Lichfield",25,30,35,"Weekend",11,"Jan"
18,2020,"Hereford St",24,29,29,"Weekend",43,"Jan"
18,2020,"Art gallery",24,29,29,"Weekend",2,"Jan"
18,2020,"The Crossing",24,29,29,"Weekend",19,"Jan"
18,2020,"Lichfield",24,29,29,"Weekend",9,"Jan"
18,2020,"West End",24,29,29,"Weekend",69,"Jan"
19,2020,"Lichfield",23,31,30,"Weekend",8,"Jan"
19,2020,"Art gallery",23,31,30,"Weekend",3,"Jan"
19,2020,"Hereford St",23,31,30,"Weekend",41,"Jan"
19,2020,"West End",23,31,30,"Weekend",67,"Jan"
20,2020,"Lichfield",20,41,24,"Weekend",6,"Jan"
20,2020,"Hereford St",20,41,24,"Weekend",39,"Jan"
20,2020,"West End",20,41,24,"Weekend",66,"Jan"
20,2020,"Art gallery",20,41,24,"Weekend",1,"Jan"
20,2020,"The Crossing",20,41,24,"Weekend",14,"Jan"
21,2020,"The Crossing",15,61,16,"Weekend",10,"Jan"
21,2020,"Art gallery",15,61,16,"Weekend",0,"Jan"
21,2020,"West End",15,61,16,"Weekend",66,"Jan"
22,2020,"The Crossing",13,75,10,"Weekend",9,"Jan"
22,2020,"Hereford St",13,75,10,"Weekend",37,"Jan"
22,2020,"Art gallery",13,75,10,"Weekend",0,"Jan"
22,2020,"West End",13,75,10,"Weekend",65,"Jan"
23,2020,"Art gallery",12,79,4,"Weekend",0,"Jan"
23,2020,"Hereford St",12,79,4,"Weekend",37,"Jan"
23,2020,"West End",12,79,4,"Weekend",65,"Jan"
0,2020,"Art gallery",11,84,3,"Weekday",0,"Jan"
0,2020,"The Crossing",11,84,3,"Weekday",7,"Jan"
0,2020,"Lichfield",11,84,3,"Weekday",0,"Jan"
0,2020,"Hereford St",11,84,3,"Weekday",36,"Jan"
1,2020,"Art gallery",10,89,11,"Weekday",0,"Jan"
1,2020,"Lichfield",10,89,11,"Weekday",0,"Jan"
1,2020,"West End",10,89,11,"Weekday",65,"Jan"
1,2020,"Hereford St",10,89,11,"Weekday",36,"Jan"
2,2020,"Art gallery",11,87,13,"Weekday",0,"Jan"
2,2020,"West End",11,87,13,"Weekday",65,"Jan"
2,2020,"Lichfield",11,87,13,"Weekday",0,"Jan"
2,2020,"Hereford St",11,87,13,"Weekday",36,"Jan"
2,2020,"The Crossing",11,87,13,"Weekday",7,"Jan"
3,2020,"Hereford St",9,92,14,"Weekday",36,"Jan"
3,2020,"West End",9,92,14,"Weekday",65,"Jan"
3,2020,"Art gallery",9,92,14,"Weekday",1,"Jan"
3,2020,"The Crossing",9,92,14,"Weekday",7,"Jan"
3,2020,"Lichfield",9,92,14,"Weekday",0,"Jan"
4,2020,"Art gallery",6,95,16,"Weekday",1,"Jan"
4,2020,"The Crossing",6,95,16,"Weekday",7,"Jan"
4,2020,"West End",6,95,16,"Weekday",65,"Jan"
4,2020,"Lichfield",6,95,16,"Weekday",0,"Jan"
5,2020,"Art gallery",5,95,17,"Weekday",1,"Jan"
5,2020,"Lichfield",5,95,17,"Weekday",1,"Jan"
5,2020,"West End",5,95,17,"Weekday",65,"Jan"
5,2020,"The Crossing",5,95,17,"Weekday",7,"Jan"
6,2020,"Lichfield",4,91,18,"Weekday",3,"Jan"
6,2020,"West End",4,91,18,"Weekday",66,"Jan"
6,2020,"Hereford St",4,91,18,"Weekday",37,"Jan"
7,2020,"Lichfield",7,69,18,"Weekday",5,"Jan"
7,2020,"Hereford St",7,69,18,"Weekday",40,"Jan"
7,2020,"West End",7,69,18,"Weekday",70,"Jan"
7,2020,"The Crossing",7,69,18,"Weekday",9,"Jan"
8,2020,"Hereford St",13,41,22,"Weekday",51,"Jan"
8,2020,"Lichfield",13,41,22,"Weekday",13,"Jan"
8,2020,"Art gallery",13,41,22,"Weekday",4,"Jan"
9,2020,"Lichfield",15,37,27,"Weekday",22,"Jan"
9,2020,"Hereford St",15,37,27,"Weekday",56,"Jan"
9,2020,"West End",15,37,27,"Weekday",83,"Jan"
10,2020,"The Crossing",18,32,32,"Weekday",31,"Jan"
10,2020,"West End",18,32,32,"Weekday",85,"Jan"
10,2020,"Hereford St",18,32,32,"Weekday",61,"Jan"
11,2020,"West End",19,27,37,"Weekday",86,"Jan"
11,2020,"Lichfield",19,27,37,"Weekday",37,"Jan"
11,2020,"The Crossing",19,27,37,"Weekday",44,"Jan"
11,2020,"Hereford St",19,27,37,"Weekday",65,"Jan"
11,2020,"Art gallery",19,27,37,"Weekday",19,"Jan"
12,2020,"West End",20,24,39,"Weekday",86,"Jan"
12,2020,"The Crossing",20,24,39,"Weekday",57,"Jan"
12,2020,"Lichfield",20,24,39,"Weekday",44,"Jan"
12,2020,"Art gallery",20,24,39,"Weekday",27,"Jan"
13,2020,"The Crossing",19,25,36,"Weekday",57,"Jan"
13,2020,"Art gallery",19,25,36,"Weekday",26,"Jan"
13,2020,"West End",19,25,36,"Weekday",90,"Jan"
13,2020,"Lichfield",19,25,36,"Weekday",48,"Jan"
14,2020,"Art gallery",19,24,35,"Weekday",19,"Jan"
14,2020,"The Crossing",19,24,35,"Weekday",54,"Jan"
14,2020,"Lichfield",19,24,35,"Weekday",45,"Jan"
14,2020,"Hereford St",19,24,35,"Weekday",68,"Jan"
15,2020,"Art gallery",19,23,34,"Weekday",10,"Jan"
15,2020,"West End",19,23,34,"Weekday",85,"Jan"
15,2020,"Lichfield",19,23,34,"Weekday",35,"Jan"
15,2020,"The Crossing",19,23,34,"Weekday",46,"Jan"
15,2020,"Hereford St",19,23,34,"Weekday",63,"Jan"
16,2020,"Hereford St",19,23,36,"Weekday",55,"Jan"
16,2020,"West End",19,23,36,"Weekday",77,"Jan"
16,2020,"Art gallery",19,23,36,"Weekday",3,"Jan"
16,2020,"The Crossing",19,23,36,"Weekday",33,"Jan"
16,2020,"Lichfield",19,23,36,"Weekday",22,"Jan"
17,2020,"The Crossing",18,24,39,"Weekday",22,"Jan"
17,2020,"West End",18,24,39,"Weekday",69,"Jan"
17,2020,"Lichfield",18,24,39,"Weekday",10,"Jan"
18,2020,"Hereford St",17,25,39,"Weekday",45,"Jan"
18,2020,"Art gallery",17,25,39,"Weekday",0,"Jan"
18,2020,"The Crossing",17,25,39,"Weekday",17,"Jan"
18,2020,"West End",17,25,39,"Weekday",67,"Jan"
19,2020,"Lichfield",17,26,42,"Weekday",7,"Jan"
19,2020,"Hereford St",17,26,42,"Weekday",41,"Jan"
19,2020,"West End",17,26,42,"Weekday",66,"Jan"
19,2020,"The Crossing",17,26,42,"Weekday",16,"Jan"
20,2020,"Lichfield",16,30,44,"Weekday",6,"Jan"
20,2020,"Hereford St",16,30,44,"Weekday",39,"Jan"
20,2020,"West End",16,30,44,"Weekday",66,"Jan"
20,2020,"The Crossing",16,30,44,"Weekday",14,"Jan"
21,2020,"The Crossing",14,35,46,"Weekday",10,"Jan"
21,2020,"Lichfield",14,35,46,"Weekday",4,"Jan"
21,2020,"Art gallery",14,35,46,"Weekday",0,"Jan"
21,2020,"West End",14,35,46,"Weekday",65,"Jan"
22,2020,"Hereford St",13,38,46,"Weekday",37,"Jan"
22,2020,"Art gallery",13,38,46,"Weekday",0,"Jan"
22,2020,"Lichfield",13,38,46,"Weekday",2,"Jan"
22,2020,"West End",13,38,46,"Weekday",65,"Jan"
23,2020,"The Crossing",12,42,47,"Weekday",7,"Jan"
23,2020,"Lichfield",12,42,47,"Weekday",1,"Jan"
23,2020,"Art gallery",12,42,47,"Weekday",0,"Jan"
23,2020,"Hereford St",12,42,47,"Weekday",38,"Jan"
23,2020,"West End",12,42,47,"Weekday",65,"Jan"
0,2020,"The Crossing",11,47,49,"Weekday",7,"Jan"
0,2020,"Lichfield",11,47,49,"Weekday",0,"Jan"
0,2020,"Hereford St",11,47,49,"Weekday",38,"Jan"
1,2020,"Art gallery",10,44,41,"Weekday",0,"Jan"
1,2020,"West End",10,44,41,"Weekday",65,"Jan"
1,2020,"The Crossing",10,44,41,"Weekday",8,"Jan"
1,2020,"Hereford St",10,44,41,"Weekday",37,"Jan"
2,2020,"Art gallery",10,46,40,"Weekday",0,"Jan"
2,2020,"Lichfield",10,46,40,"Weekday",0,"Jan"
2,2020,"Hereford St",10,46,40,"Weekday",37,"Jan"
3,2020,"Hereford St",10,47,40,"Weekday",38,"Jan"
3,2020,"West End",10,47,40,"Weekday",65,"Jan"
3,2020,"The Crossing",10,47,40,"Weekday",8,"Jan"
3,2020,"Lichfield",10,47,40,"Weekday",0,"Jan"
4,2020,"Art gallery",10,49,39,"Weekday",1,"Jan"
4,2020,"The Crossing",10,49,39,"Weekday",8,"Jan"
4,2020,"West End",10,49,39,"Weekday",65,"Jan"
5,2020,"Art gallery",10,52,38,"Weekday",1,"Jan"
5,2020,"Lichfield",10,52,38,"Weekday",0,"Jan"
5,2020,"The Crossing",10,52,38,"Weekday",8,"Jan"
6,2020,"Lichfield",10,55,37,"Weekday",2,"Jan"
6,2020,"Art gallery",10,55,37,"Weekday",1,"Jan"
6,2020,"West End",10,55,37,"Weekday",66,"Jan"
6,2020,"The Crossing",10,55,37,"Weekday",7,"Jan"
7,2020,"Lichfield",11,53,37,"Weekday",5,"Jan"
7,2020,"West End",11,53,37,"Weekday",71,"Jan"
7,2020,"Art gallery",11,53,37,"Weekday",1,"Jan"
7,2020,"The Crossing",11,53,37,"Weekday",8,"Jan"
8,2020,"The Crossing",13,51,41,"Weekday",11,"Jan"
8,2020,"Hereford St",13,51,41,"Weekday",54,"Jan"
8,2020,"Lichfield",13,51,41,"Weekday",14,"Jan"
8,2020,"Art gallery",13,51,41,"Weekday",6,"Jan"
8,2020,"West End",13,51,41,"Weekday",79,"Jan"
9,2020,"The Crossing",14,50,44,"Weekday",21,"Jan"
9,2020,"Art gallery",14,50,44,"Weekday",19,"Jan"
9,2020,"Lichfield",14,50,44,"Weekday",24,"Jan"
9,2020,"Hereford St",14,50,44,"Weekday",57,"Jan"
10,2020,"The Crossing",15,49,44,"Weekday",34,"Jan"
10,2020,"Lichfield",15,49,44,"Weekday",35,"Jan"
10,2020,"Art gallery",15,49,44,"Weekday",28,"Jan"
10,2020,"West End",15,49,44,"Weekday",85,"Jan"
10,2020,"Hereford St",15,49,44,"Weekday",63,"Jan"
11,2020,"West End",14,54,42,"Weekday",89,"Jan"
11,2020,"Lichfield",14,54,42,"Weekday",40,"Jan"
11,2020,"The Crossing",14,54,42,"Weekday",46,"Jan"
11,2020,"Art gallery",14,54,42,"Weekday",32,"Jan"
12,2020,"West End",14,54,40,"Weekday",89,"Jan"
12,2020,"The Crossing",14,54,40,"Weekday",61,"Jan"
12,2020,"Hereford St",14,54,40,"Weekday",71,"Jan"
12,2020,"Lichfield",14,54,40,"Weekday",49,"Jan"
12,2020,"Art gallery",14,54,40,"Weekday",40,"Jan"
13,2020,"The Crossing",14,56,36,"Weekday",67,"Jan"
13,2020,"Art gallery",14,56,36,"Weekday",44,"Jan"
13,2020,"West End",14,56,36,"Weekday",91,"Jan"
13,2020,"Lichfield",14,56,36,"Weekday",53,"Jan"
13,2020,"Hereford St",14,56,36,"Weekday",70,"Jan"
14,2020,"The Crossing",14,56,32,"Weekday",60,"Jan"
14,2020,"West End",14,56,32,"Weekday",88,"Jan"
14,2020,"Hereford St",14,56,32,"Weekday",67,"Jan"
15,2020,"Art gallery",14,57,31,"Weekday",26,"Jan"
15,2020,"Lichfield",14,57,31,"Weekday",40,"Jan"
15,2020,"The Crossing",14,57,31,"Weekday",50,"Jan"
16,2020,"Hereford St",13,57,30,"Weekday",60,"Jan"
16,2020,"West End",13,57,30,"Weekday",78,"Jan"
16,2020,"Art gallery",13,57,30,"Weekday",2,"Jan"
16,2020,"The Crossing",13,57,30,"Weekday",33,"Jan"
16,2020,"Lichfield",13,57,30,"Weekday",26,"Jan"
17,2020,"Hereford St",13,58,29,"Weekday",53,"Jan"
17,2020,"The Crossing",13,58,29,"Weekday",22,"Jan"
17,2020,"Art gallery",13,58,29,"Weekday",0,"Jan"
17,2020,"West End",13,58,29,"Weekday",70,"Jan"
18,2020,"Art gallery",14,55,29,"Weekday",0,"Jan"
18,2020,"Lichfield",14,55,29,"Weekday",12,"Jan"
18,2020,"West End",14,55,29,"Weekday",68,"Jan"
19,2020,"Art gallery",13,57,28,"Weekday",0,"Jan"
19,2020,"Hereford St",13,57,28,"Weekday",47,"Jan"
19,2020,"West End",13,57,28,"Weekday",67,"Jan"
19,2020,"The Crossing",13,57,28,"Weekday",20,"Jan"
20,2020,"Lichfield",12,62,27,"Weekday",7,"Jan"
20,2020,"Hereford St",12,62,27,"Weekday",45,"Jan"
20,2020,"West End",12,62,27,"Weekday",66,"Jan"
20,2020,"Art gallery",12,62,27,"Weekday",0,"Jan"
21,2020,"Hereford St",11,68,24,"Weekday",41,"Jan"
21,2020,"The Crossing",11,68,24,"Weekday",14,"Jan"
21,2020,"Lichfield",11,68,24,"Weekday",5,"Jan"
21,2020,"Art gallery",11,68,24,"Weekday",0,"Jan"
21,2020,"West End",11,68,24,"Weekday",66,"Jan"
22,2020,"The Crossing",10,71,20,"Weekday",11,"Jan"
22,2020,"Hereford St",10,71,20,"Weekday",40,"Jan"
22,2020,"Art gallery",10,71,20,"Weekday",0,"Jan"
22,2020,"Lichfield",10,71,20,"Weekday",3,"Jan"
22,2020,"West End",10,71,20,"Weekday",66,"Jan"
23,2020,"The Crossing",10,74,17,"Weekday",8,"Jan"
23,2020,"Lichfield",10,74,17,"Weekday",1,"Jan"
0,2020,"Art gallery",10,75,15,"Weekday",0,"Jan"
0,2020,"The Crossing",10,75,15,"Weekday",8,"Jan"
0,2020,"West End",10,75,15,"Weekday",67,"Jan"
0,2020,"Lichfield",10,75,15,"Weekday",0,"Jan"
0,2020,"Hereford St",10,75,15,"Weekday",40,"Jan"
1,2020,"Art gallery",10,73,17,"Weekday",0,"Jan"
1,2020,"Lichfield",10,73,17,"Weekday",0,"Jan"
1,2020,"West End",10,73,17,"Weekday",67,"Jan"
1,2020,"The Crossing",10,73,17,"Weekday",8,"Jan"
1,2020,"Hereford St",10,73,17,"Weekday",40,"Jan"
2,2020,"Art gallery",10,73,16,"Weekday",1,"Jan"
2,2020,"West End",10,73,16,"Weekday",67,"Jan"
2,2020,"Lichfield",10,73,16,"Weekday",0,"Jan"
2,2020,"Hereford St",10,73,16,"Weekday",40,"Jan"
2,2020,"The Crossing",10,73,16,"Weekday",8,"Jan"
3,2020,"Hereford St",10,74,15,"Weekday",39,"Jan"
3,2020,"West End",10,74,15,"Weekday",66,"Jan"
3,2020,"Art gallery",10,74,15,"Weekday",1,"Jan"
3,2020,"The Crossing",10,74,15,"Weekday",8,"Jan"
4,2020,"Hereford St",10,77,14,"Weekday",40,"Jan"
4,2020,"The Crossing",10,77,14,"Weekday",8,"Jan"
4,2020,"West End",10,77,14,"Weekday",66,"Jan"
4,2020,"Lichfield",10,77,14,"Weekday",1,"Jan"
5,2020,"Lichfield",10,80,12,"Weekday",1,"Jan"
5,2020,"Hereford St",10,80,12,"Weekday",41,"Jan"
5,2020,"West End",10,80,12,"Weekday",66,"Jan"
6,2020,"Lichfield",9,82,10,"Weekday",2,"Jan"
